car,price,body,mileage,engV,engType,registration,year,model,drive
Chery,2750,hatch,95,1.1,Petrol,yes,2008,QQ,front
Chery,2750,hatch,72,1.1,Petrol,yes,2008,QQ,front
Chery,2800,sedan,260,1.6,Petrol,yes,2008,Amulet,front
Chery,2800,sedan,140,1.1,Petrol,yes,2008,QQ,front
VAZ,2850,sedan,114,1.6,Petrol,yes,2008,21099,front
VAZ,2850,sedan,150,1.6,Petrol,yes,2008,21099,front
VAZ,2900,sedan,32,NA,Petrol,yes,2008,2107,rear
SMA,2900,sedan,150,1.8,Petrol,yes,2008,Maple C81,front
Chery,2900,sedan,128,1.6,Petrol,yes,2008,Amulet,front
Chery,2950,hatch,136,1.6,Petrol,yes,2008,Amulet,front
Skoda,3000,other,0,NA,Other,yes,2008,Octavia Tour,
VAZ,3000,sedan,160,NA,Petrol,yes,2008,2113,front
Chery,3000,sedan,140,1.6,Gas,yes,2008,Amulet,front
Chery,3000,other,200,1.6,Petrol,yes,2008,Amulet,front
Daewoo,3000,hatch,195,1.5,Gas,yes,2008,Lanos,front
VAZ,3050,hatch,107,1.6,Petrol,yes,2008,2113,front
Chery,3100,sedan,94,1.6,Gas,yes,2008,Amulet,front
Daewoo,3100,sedan,169,1.5,Petrol,yes,2008,Lanos,front
Daewoo,3100,hatch,105,0.8,Petrol,yes,2008,Matiz,front
VAZ,3150,hatch,95,1.6,Gas,yes,2008,2109,front
Chery,3150,hatch,70,1.1,Petrol,yes,2008,QQ,front
VAZ,3199,other,127,1.7,Petrol,yes,2008,2121,full
VAZ,3200,hatch,183,1.6,Petrol,yes,2008,2113,front
Daewoo,3200,sedan,75,1.4,Petrol,yes,2008,Lanos,front
VAZ,3250,hatch,70,1.6,Petrol,yes,2008,2109,front
Geely,3250,sedan,129,1.5,Gas,yes,2008,CK,front
Daewoo,3290,sedan,56,1.5,Petrol,yes,2008,Nexia,front
VAZ,3297.45,sedan,116,1.6,Petrol,yes,2008,21099,front
Daewoo,3300,sedan,176,NA,Gas,yes,2008,Lanos,front
VAZ,3300,sedan,96,1.6,Gas,yes,2008,2115,front
VAZ,3350,sedan,154,1.6,Gas,yes,2008,21099,front
VAZ,3350,hatch,190,1.6,Gas,yes,2008,2114,front
Daewoo,3350,other,182,1.5,Petrol,yes,2008,Lanos,full
Daewoo,3350,sedan,175,1.4,Petrol,yes,2008,Lanos,front
VAZ,3400,sedan,109,1.6,Petrol,yes,2008,2115,front
Daewoo,3400,sedan,180,1.5,Petrol,yes,2008,Nexia,front
VAZ,3450,sedan,110,1.6,Petrol,yes,2008,21099,front
Daewoo,3450,sedan,134,0.8,Petrol,yes,2008,Matiz,front
Daewoo,3499,hatch,104,0.8,Petrol,yes,2008,Matiz,front
Daewoo,3500,hatch,119,NA,Petrol,yes,2008,Matiz,front
UAZ,3500,crossover,80,2.9,Gas,yes,2008,3741,full
Chery,3500,sedan,223,2,Petrol,yes,2008,Eastar,front
Chery,3500,sedan,83,1.6,Petrol,yes,2008,Amulet,front
VAZ,3500,hatch,97,1.6,Petrol,yes,2008,1119,front
VAZ,3500,sedan,90,1.6,Petrol,yes,2008,21099,front
VAZ,3500,sedan,105,1.6,Gas,yes,2008,1118,front
VAZ,3500,sedan,108,1.6,Petrol,yes,2008,2115,front
VAZ,3500,hatch,105,1.4,Other,yes,2008,1119,front
Daewoo,3500,hatch,99,0.8,Petrol,yes,2008,Matiz,front
VAZ,3550,sedan,152,1.6,Petrol,yes,2008,2170,front
VAZ,3550,hatch,67,1.6,Petrol,yes,2008,1119,front
VAZ,3550,hatch,93,1.6,Petrol,yes,2008,2114,front
VAZ,3600,sedan,215,NA,Gas,yes,2008,2115,front
VAZ,3600,hatch,155,1.6,Petrol,yes,2008,2114,front
Geely,3600,sedan,84,1.6,Petrol,yes,2008,MK,front
VAZ,3600,hatch,62,1.6,Petrol,yes,2008,21093,front
VAZ,3600,hatch,62,1.6,Petrol,yes,2008,2109,front
VAZ,3650,sedan,82,1.6,Petrol,yes,2008,1118,front
VAZ,3650,sedan,137,1.6,Petrol,yes,2008,21099,front
Daewoo,3650,sedan,64,1.4,Petrol,yes,2008,Lanos,front
Daewoo,3700,sedan,189,1.5,Gas,yes,2008,Lanos,front
Daewoo,3700,sedan,144,1.5,Gas,yes,2008,Nexia,front
VAZ,3700,sedan,104,1.5,Gas,yes,2008,2115,front
Hyundai,3700,sedan,119,1.4,Petrol,yes,2008,Accent,front
Chery,3700,hatch,70,1.1,Petrol,yes,2008,QQ,front
Daewoo,3750,sedan,102,NA,Petrol,yes,2008,Lanos,front
VAZ,3750,sedan,100,1.5,Petrol,yes,2008,2115,front
ZAZ,3800,other,130,99.99,Gas,yes,2008,110557,
GAZ,3800,sedan,144,2.3,Petrol,yes,2008,31105,rear
Groz,3800,van,80,2.2,Petrol,yes,2008,Polarsun Business Van,rear
VAZ,3800,sedan,150,1.6,Petrol,yes,2008,2110,front
VAZ,3800,sedan,1,1.6,Petrol,yes,2008,2115,front
Geely,3800,sedan,116,1.6,Petrol,yes,2008,MK,front
Daewoo,3800,sedan,128,1.5,Gas,yes,2008,Nexia,front
Geely,3800,sedan,146,1.5,Gas,yes,2008,CK,front
Daewoo,3800,sedan,94,1.5,Petrol,yes,2008,Nexia,front
VAZ,3850,sedan,80,1.6,Petrol,yes,2008,2170,front
VAZ,3850,sedan,140,1.6,Petrol,yes,2008,2170,front
Chery,3899,hatch,73,1.1,Petrol,yes,2008,QQ,front
VAZ,3900,hatch,109,1.6,Petrol,yes,2008,2172,front
VAZ,3900,hatch,97,1.6,Petrol,yes,2008,2112,front
Daewoo,3900,sedan,129,1.5,Petrol,yes,2008,Lanos,front
Daewoo,3900,sedan,101,1.5,Petrol,yes,2008,Lanos,front
Daewoo,3900,sedan,64,1.4,Gas,yes,2008,Lanos,front
VAZ,3900,hatch,121,1.4,Petrol,yes,2008,1119,front
VAZ,3900,hatch,121,1.4,Petrol,yes,2008,1119,front
Daewoo,3900,hatch,59,0.8,Petrol,yes,2008,Matiz,front
VAZ,3950,hatch,125,1.6,Petrol,yes,2008,2112,front
Chery,3999,sedan,90,2,Petrol,yes,2008,Eastar,front
Samand,3999,sedan,105,1.8,Gas,yes,2008,EL,front
Daewoo,3999,sedan,107,1.4,Gas,yes,2008,Lanos,front
VAZ,4000,hatch,104,1.6,Petrol,yes,2008,2112,front
Geely,4000,sedan,95,1.6,Petrol,yes,2008,MK,front
Daewoo,4000,sedan,154,1.5,Gas,yes,2008,Lanos,front
Daewoo,4000,hatch,72,0.8,Petrol,yes,2008,Matiz,front
Chery,4075.5,vagon,290,2.4,Petrol,yes,2008,CrossEastar,front
Daewoo,4100,other,9,8,Petrol,yes,2008,Matiz,front
VAZ,4100,crossover,117,1.7,Petrol,yes,2008,2121,full
Geely,4100,other,87,1.6,Gas,yes,2008,MK,front
VAZ,4100,hatch,160,1.6,Petrol,yes,2008,2172,
VAZ,4100,other,5,1.6,Gas,yes,2008,2170,front
VAZ,4100,sedan,87,1.6,Gas,yes,2008,2170,
Daewoo,4200,sedan,99,1.5,Petrol,yes,2008,Lanos,front
Geely,4250,sedan,80,1.6,Petrol,yes,2008,MK,front
Daewoo,4250,sedan,156,1.5,Gas,yes,2008,Lanos,front
Daewoo,4299,sedan,140,1.5,Gas,yes,2008,Lanos,front
Daewoo,4300,sedan,148,1.6,Gas,yes,2008,Lanos,front
VAZ,4300,sedan,87,1.6,Petrol,yes,2008,2110,front
Daewoo,4300,sedan,112,1.5,Gas,yes,2008,Lanos,front
Daewoo,4300,hatch,98,1.5,Petrol,yes,2008,Lanos,front
Peugeot,4300,other,149,1.4,Petrol,yes,2008,Partner груз.,front
Citroen,4300,vagon,149,1.4,Petrol,yes,2008,Berlingo груз.,front
VAZ,4400,hatch,95,1.6,Petrol,yes,2008,2172,front
Daewoo,4400,sedan,87,1.6,Petrol,yes,2008,Lanos,front
Fiat,4490,van,375,1.3,Diesel,yes,2008,Doblo груз.,front
Chery,4500,hatch,59,1.3,Petrol,yes,2008,Kimo,front
Chery,4500,sedan,22,1.3,Gas,yes,2008,Kimo,front
ZAZ,4580,other,82,1.2,Petrol,yes,2008,110557,front
VAZ,4600,sedan,122,1.6,Other,yes,2008,2170,front
Renault,4600,van,265,1.5,Diesel,yes,2008,Kangoo груз.,front
Dacia,4650,sedan,153,1.5,Diesel,yes,2008,Logan,front
Daewoo,4650,sedan,64,1.5,Petrol,yes,2008,Lanos,front
Chery,4700,sedan,106,2,Gas,yes,2008,Elara,
VAZ,4700,sedan,16,1.6,Petrol,yes,2008,2115,front
Geely,4700,sedan,175,1.6,Gas,yes,2008,MK,front
Daewoo,4700,sedan,160,1.5,Gas,yes,2008,Lanos,front
Daewoo,4700,sedan,86,1.4,Gas,yes,2008,Lanos,front
Ford,4700,hatch,192,1.4,Other,yes,2008,Fiesta,front
Opel,4800,van,128,NA,Other,yes,2008,Combo груз.,
Chery,4800,sedan,86,2,Gas,yes,2008,Eastar,front
VAZ,4800,crossover,70,1.7,Petrol,yes,2008,2121,full
VAZ,4800,sedan,52,1.6,Petrol,yes,2008,2170,front
Renault,4900,sedan,90,1.4,Gas,yes,2008,Symbol,front
Chevrolet,4950,sedan,127,1.5,Petrol,yes,2008,Aveo,front
Citroen,4999,vagon,200,1.6,Diesel,yes,2008,Berlingo пасс.,front
Chevrolet,4999,sedan,117,1.6,Petrol,yes,2008,Aveo,front
Chevrolet,4999,sedan,150,1.6,Gas,yes,2008,Aveo,front
Chevrolet,4999,sedan,135,1.5,Gas,yes,2008,Aveo,front
Groz,5000,crossover,120,2.2,Gas,yes,2008,Shuttle,rear
Chevrolet,5000,sedan,114,1.5,Gas,yes,2008,Aveo,front
GAZ,5100,sedan,25,2.4,Petrol,yes,2008,31105,rear
Daewoo,5200,sedan,60,1.6,Gas,yes,2008,Lanos,front
Chevrolet,5200,sedan,179,1.5,Gas,yes,2008,Aveo,front
Renault,5200,sedan,160,1.4,Gas,yes,2008,Symbol,front
VAZ,5250,sedan,56,1.6,Gas,yes,2008,2170,front
Chevrolet,5300,van,165,1.6,Petrol,yes,2008,Tacuma,front
Nissan,5300,hatch,107,1.2,Petrol,yes,2008,Micra,front
Chevrolet,5350,crossover,140,1.7,Petrol,yes,2008,Niva,full
Chevrolet,5350,hatch,33,1.5,Petrol,yes,2008,Aveo,front
Chevrolet,5400,sedan,129,1.6,Petrol,yes,2008,Aveo,front
Hyundai,5400,sedan,102,1.5,Diesel,yes,2008,Accent,front
Chevrolet,5400,hatch,142,1.5,Gas,yes,2008,Aveo,front
Fiat,5400,van,194,1.3,Diesel,yes,2008,Doblo груз.,front
Chevrolet,5450,hatch,88,1.5,Other,yes,2008,Aveo,front
Peugeot,5450,sedan,120,1.4,Petrol,yes,2008,206,front
Peugeot,5500,van,205,1.6,Diesel,yes,2008,Partner груз.,front
Chevrolet,5500,hatch,157,1.5,Petrol,yes,2008,Aveo,front
Ford,5500,hatch,119,1.4,Other,yes,2008,Fiesta,front
Ford,5550,hatch,104,1.4,Petrol,yes,2008,Fiesta,front
Skoda,5550,hatch,147,1.2,Petrol,yes,2008,Fabia,front
Daewoo,5600,sedan,145,1.6,Petrol,yes,2008,Lanos,front
Chevrolet,5600,sedan,115,1.6,Other,yes,2008,Aveo,front
Chevrolet,5600,hatch,159,1.6,Petrol,yes,2008,Lacetti,front
Renault,5600,vagon,117,1.5,Diesel,yes,2008,Kangoo пасс.,front
Opel,5650,sedan,151,1.4,Petrol,yes,2008,Astra G,
Chevrolet,5700,sedan,89,1.5,Petrol,yes,2008,Aveo,front
Peugeot,5700,hatch,250,1.4,Gas,yes,2008,207,front
Fiat,5700,other,220,1.4,Gas,yes,2008,Fiorino пасс.,front
Ford,5700,hatch,190,1.2,Petrol,yes,2008,Fiesta,front
Citroen,5777,other,103,1.6,Petrol,yes,2008,C4,front
Chevrolet,5800,sedan,172,NA,Other,yes,2008,Aveo,front
Fiat,5800,van,260,1.9,Diesel,yes,2008,Doblo груз.,front
Peugeot,5800,van,240,1.6,Diesel,yes,2008,Partner пасс.,front
Chevrolet,5800,hatch,159,1.6,Petrol,yes,2008,Lacetti,front
Chevrolet,5800,sedan,145,1.5,Gas,yes,2008,Aveo,front
Renault,5800,vagon,200,1.46,Diesel,yes,2008,Grand Scenic,
Peugeot,5800,sedan,86,1.4,Petrol,yes,2008,206,front
Kia,5800,hatch,108,1.12,Diesel,yes,2008,Picanto,front
Chevrolet,5850,sedan,96,1.6,Gas,yes,2008,Aveo,front
Hyundai,5850,hatch,98,1.1,Petrol,yes,2008,i10,front
Peugeot,5900,hatch,190,NA,Gas,yes,2008,206,front
Chevrolet,5900,sedan,158,1.8,Petrol,yes,2008,Lacetti,front
Opel,5900,sedan,84,1.6,Gas,yes,2008,Astra G,front
Chevrolet,5900,hatch,110,1.6,Gas,yes,2008,Lacetti,front
Ford,5900,hatch,138,1.4,Petrol,yes,2008,Fiesta,front
Hyundai,5950,hatch,98,1.6,Petrol,yes,2008,Getz,front
Volkswagen,5950,van,213,1.6,Gas,yes,2008,Caddy груз.,front
Hyundai,5950,sedan,109,1.4,Petrol,yes,2008,Accent,front
Chevrolet,5999,other,113,NA,Petrol,yes,2008,Aveo,front
Chevrolet,5999,sedan,121,1.6,Petrol,yes,2008,Lacetti,front
Volkswagen,6000,van,180,2,Diesel,yes,2008,Caddy груз.,front
Volkswagen,6000,van,200,2,Diesel,yes,2008,Caddy груз.,front
BYD,6000,sedan,64,1.6,Gas,yes,2008,F3,front
Chevrolet,6000,sedan,128,1.5,Petrol,yes,2008,Aveo,front
Skoda,6000,hatch,100,1.2,Petrol,yes,2008,Fabia,
Skoda,6000,hatch,145,1.2,Gas,yes,2008,Fabia,front
Chevrolet,6100,sedan,117,NA,Gas,yes,2008,Aveo,front
Renault,6100,van,280,90,Diesel,yes,2008,Kangoo пасс.,front
Chevrolet,6100,sedan,162,1.6,Gas,yes,2008,Lacetti,front
Hafei,6100,sedan,91,1.6,Petrol,yes,2008,Saibao,front
Chevrolet,6150,sedan,102,1.5,Petrol,yes,2008,Aveo,front
Opel,6200,sedan,160,1.6,Gas,yes,2008,Astra G,front
Hyundai,6200,hatch,121,1.4,Gas,yes,2008,Getz,front
Ford,6200,vagon,170,1.4,Petrol,yes,2008,Fusion,
Hyundai,6200,hatch,59,1.4,Petrol,yes,2008,Getz,front
Hyundai,6200,sedan,114,1.4,Petrol,yes,2008,Accent,front
Opel,6200,van,220,1.3,Diesel,yes,2008,Combo пасс.,front
Chevrolet,6300,sedan,150,NA,Gas,yes,2008,Aveo,front
Chevrolet,6300,crossover,173,1.7,Petrol,yes,2008,Niva,full
Hyundai,6300,sedan,164,1.6,Gas,yes,2008,Accent,front
Chevrolet,6300,sedan,123,1.6,Petrol,yes,2008,Lacetti,front
Chevrolet,6300,sedan,96,1.6,Other,yes,2008,Lacetti,front
Renault,6300,van,73,1.5,Diesel,yes,2008,Kangoo пасс.,front
Mitsubishi,6300,sedan,116,1.5,Petrol,yes,2008,Lancer X,front
Hyundai,6300,sedan,163,1.5,Diesel,yes,2008,Accent,front
Renault,6300,vagon,189,1.5,Diesel,yes,2008,Kangoo пасс.,front
Hyundai,6300,sedan,1,1.4,Petrol,yes,2008,Accent,
Chery,6350,crossover,77,2.4,Gas,yes,2008,Tiggo,front
Smart,6400,other,120,NA,Diesel,yes,2008,Fortwo,rear
Mercedes-Benz,6400,hatch,177,2,Diesel,no,2008,B 200,front
Volkswagen,6400,van,181,2,Diesel,yes,2008,Caddy груз.,front
Chevrolet,6400,sedan,172,1.8,Gas,yes,2008,Lacetti,front
Chevrolet,6400,sedan,121,1.8,Petrol,yes,2008,Lacetti,front
Chevrolet,6400,hatch,90,1.6,Petrol,yes,2008,Lacetti,front
Skoda,6400,hatch,130,1.4,Petrol,yes,2008,Fabia,front
Peugeot,6400,hatch,198,1.4,Gas,yes,2008,207,front
Nissan,6500,sedan,383,NA,Other,yes,2008,Almera,
Ford,6500,hatch,97,1.4,Petrol,yes,2008,Fusion,front
Hyundai,6500,sedan,92,1.4,Petrol,yes,2008,Accent,front
Hyundai,6500,sedan,65,1.4,Petrol,yes,2008,Accent,front
Citroen,6500,van,127,1.4,Diesel,yes,2008,Nemo пасс.,front
Hyundai,6500,sedan,150,1.4,Petrol,yes,2008,Accent,front
Ford,6500,vagon,171,1.4,Petrol,yes,2008,Fusion,front
Citroen,6500,van,177,1.4,Diesel,yes,2008,Nemo пасс.,front
Chevrolet,6550,sedan,134,1.6,Gas,yes,2008,Aveo,front
Volkswagen,6600,van,240,1.9,Diesel,yes,2008,Caddy груз.,front
Skoda,6600,hatch,86,1.4,Petrol,yes,2008,Fabia,front
Dacia,6600,sedan,9,1.4,Petrol,yes,2008,Logan,front
Skoda,6650,hatch,129,1.4,Petrol,yes,2008,Fabia,front
Hyundai,6700,sedan,95,1.6,Petrol,yes,2008,Accent,front
Hyundai,6700,sedan,100,1.6,Petrol,yes,2008,Accent,front
Hyundai,6700,sedan,87,1.5,Diesel,yes,2008,Accent,front
Chevrolet,6700,sedan,79,1.5,Other,yes,2008,Aveo,front
Kia,6700,hatch,95,1.4,Petrol,yes,2008,Rio,front
Hyundai,6700,sedan,54,1.4,Petrol,yes,2008,Accent,front
Fiat,6700,van,137,1.3,Diesel,yes,2008,Fiorino пасс.,front
Nissan,6750,hatch,150,1.4,Petrol,yes,2008,Note,front
Hyundai,6800,sedan,140,1.5,Diesel,yes,2008,Accent,front
Skoda,6800,hatch,153,1.4,Gas,yes,2008,Fabia,front
Kia,6800,sedan,115,1.4,Gas,yes,2008,Rio,front
UAZ,6900,crossover,117,2.7,Petrol,yes,2008,Патриот,full
Chevrolet,6900,sedan,167,2,Petrol,yes,2008,Epica,front
Chevrolet,6900,sedan,118,1.8,Petrol,yes,2008,Lacetti,front
Chevrolet,6900,sedan,155,1.8,Gas,yes,2008,Lacetti,front
Peugeot,6900,van,162,1.6,Diesel,yes,2008,Partner груз.,front
Mitsubishi,6900,sedan,122,1.6,Petrol,yes,2008,Lancer,front
Kia,6900,sedan,115,1.6,Gas,yes,2008,Cerato,front
Ford,6900,vagon,150,1.4,Gas,yes,2008,Fusion,front
Nissan,6900,vagon,130,1.4,Gas,yes,2008,Note,front
Hyundai,6900,hatch,63,1.4,Petrol,yes,2008,Getz,front
Chevrolet,6950,sedan,32,1.6,Petrol,yes,2008,Aveo,front
Opel,6950,hatch,127,1.6,Petrol,yes,2008,Astra H,
Opel,6999,van,344,1.7,Diesel,yes,2008,Combo пасс.,front
Hyundai,6999,sedan,103,1.5,Diesel,yes,2008,Accent,front
Kia,6999,hatch,124,1.4,Petrol,yes,2008,Rio,front
Hyundai,6999,sedan,91,1.4,Petrol,yes,2008,Accent,
Hyundai,6999,sedan,71,1.4,Other,yes,2008,Accent,front
Chevrolet,7000,sedan,123,2,Petrol,yes,2008,Epica,front
Chevrolet,7000,sedan,80,1.8,Petrol,yes,2008,Lacetti,front
Chevrolet,7000,sedan,110,1.8,Petrol,yes,2008,Lacetti,front
Renault,7000,vagon,231,1.6,Petrol,yes,2008,Scenic,front
Hyundai,7000,sedan,100,1.6,Petrol,yes,2008,Accent,front
Mitsubishi,7000,sedan,133,1.6,Petrol,yes,2008,Lancer,front
Hyundai,7000,hatch,84,1.6,Petrol,yes,2008,Getz,front
Kia,7000,sedan,156,1.6,Diesel,yes,2008,Cerato,front
Hyundai,7000,sedan,113,1.5,Diesel,yes,2008,Accent,front
Seat,7100,hatch,109,2,Petrol,yes,2008,Ibiza,front
Renault,7100,van,208,1.5,Diesel,yes,2008,Kangoo пасс.,front
Hyundai,7100,hatch,88,1.4,Petrol,yes,2008,Getz,front
Smart,7100,other,100,1,Petrol,yes,2008,Fortwo,rear
Renault,7150,van,118,1.5,Diesel,yes,2008,Kangoo пасс.,front
Kia,7150,hatch,920,1.4,Petrol,yes,2008,Ceed,front
Volkswagen,7200,van,270,1.9,Diesel,yes,2008,T5 (Transporter) груз,front
Fiat,7200,vagon,107,1.3,Diesel,yes,2008,Doblo пасс.,front
Renault,7245,sedan,87,1.4,Petrol,yes,2008,Megane,
Kia,7250,sedan,170,1.6,Diesel,yes,2008,Cerato,
Chery,7300,crossover,48,2.4,Petrol,yes,2008,Tiggo,
Dodge,7300,sedan,110,2,Petrol,yes,2008,Avenger,front
Fiat,7300,van,110,1.9,Diesel,yes,2008,Doblo пасс.,front
Chevrolet,7300,sedan,120,1.8,Petrol,yes,2008,Lacetti,front
Mitsubishi,7300,sedan,121,1.6,Gas,yes,2008,Lancer,front
Kia,7300,sedan,73,1.6,Petrol,yes,2008,Cerato,front
Mitsubishi,7300,sedan,112,1.6,Petrol,yes,2008,Lancer,front
Mitsubishi,7300,sedan,145,1.6,Petrol,yes,2008,Lancer,front
Renault,7300,vagon,200,1.5,Diesel,yes,2008,Megane,front
Suzuki,7300,hatch,84,1.3,Petrol,yes,2008,Swift,front
Mitsubishi,7400,sedan,148,1.6,Petrol,yes,2008,Lancer,front
Hyundai,7400,hatch,112,1.4,Other,yes,2008,i30,front
Hyundai,7400,hatch,59,1.4,Petrol,yes,2008,Getz,front
Skoda,7450,vagon,118,1.4,Petrol,yes,2008,Fabia,front
Renault,7500,other,440,2,Diesel,yes,2008,Trafic груз.,front
Kia,7500,sedan,118,2,Gas,yes,2008,Cerato,
Volkswagen,7500,van,317,1.9,Diesel,yes,2008,T5 (Transporter) груз,front
Ford,7500,other,157,1.8,Diesel,yes,2008,Transit Connect пасс.,front
Nissan,7500,hatch,115,1.6,Petrol,yes,2008,Note,front
Mitsubishi,7500,sedan,79,1.6,Gas,yes,2008,Lancer,front
Opel,7500,hatch,120,1.6,Petrol,yes,2008,Astra H,front
Nissan,7500,hatch,129,1.6,Petrol,yes,2008,Note,front
Chevrolet,7500,sedan,121,1.6,Gas,yes,2008,Lacetti,front
Ford,7500,hatch,138,1.4,Petrol,yes,2008,Focus,front
Kia,7500,hatch,9,1.4,Petrol,yes,2008,Rio,front
Mitsubishi,7500,hatch,138,1.3,Petrol,yes,2008,Colt,front
Toyota,7500,hatch,74,1.3,Petrol,yes,2008,Yaris,front
Toyota,7500,hatch,135,1,Petrol,yes,2008,Yaris,
Mitsubishi,7600,sedan,180,2,Gas,yes,2008,Lancer X,front
Renault,7600,sedan,97,1.6,Petrol,yes,2008,Megane,front
Nissan,7600,sedan,135,1.6,Petrol,yes,2008,TIIDA,front
Skoda,7600,vagon,119,1.4,Other,yes,2008,Fabia,
Hyundai,7600,sedan,28,1.4,Petrol,yes,2008,Accent,front
Nissan,7600,hatch,88,1.2,Petrol,yes,2008,Micra,front
Mitsubishi,7650,sedan,133,1.5,Gas,yes,2008,Lancer,front
Volkswagen,7700,van,177,1.9,Diesel,yes,2008,T5 (Transporter) груз,front
Fiat,7700,vagon,223,1.9,Diesel,yes,2008,Doblo пасс.,front
Hyundai,7700,sedan,107,1.6,Petrol,yes,2008,Elantra,front
Mazda,7700,sedan,100,1.6,Petrol,yes,2008,3,front
Citroen,7700,hatch,83,1.6,Gas,yes,2008,C4,front
Hyundai,7700,sedan,122,1.6,Gas,yes,2008,Accent,front
Renault,7700,sedan,100,1.6,Gas,yes,2008,Megane,front
Nissan,7700,sedan,130,1.6,Gas,yes,2008,Almera,front
Mitsubishi,7700,sedan,139,1.5,Petrol,yes,2008,Lancer X,front
Hyundai,7700,hatch,97,1.4,Petrol,yes,2008,i30,front
Opel,7800,other,140,NA,Diesel,yes,2008,Astra H,front
Great Wall,7800,crossover,95,2.4,Gas,yes,2008,Hover,full
Peugeot,7800,van,167,2.2,Diesel,yes,2008,Boxer груз.,front
Chevrolet,7800,sedan,163,2,Gas,yes,2008,Epica,front
Nissan,7800,sedan,118,1.6,Petrol,yes,2008,TIIDA,
Nissan,7800,hatch,97,1.6,Gas,yes,2008,TIIDA,front
Nissan,7800,hatch,85,1.6,Other,yes,2008,TIIDA,full
Renault,7800,vagon,120,1.5,Diesel,yes,2008,Megane,front
Seat,7800,other,83,1.4,Petrol,yes,2008,Ibiza,front
Kia,7850,hatch,87,1.6,Petrol,yes,2008,Ceed,front
Mitsubishi,7900,sedan,238,2,Gas,yes,2008,Lancer X,front
Kia,7900,sedan,147,2,Gas,yes,2008,Cerato,front
Ford,7900,van,238,1.8,Diesel,yes,2008,Transit Connect пасс.,front
Kia,7900,sedan,140,1.6,Diesel,yes,2008,Cerato,front
Nissan,7900,sedan,110,1.6,Petrol,yes,2008,TIIDA,front
Nissan,7900,sedan,82,1.6,Petrol,yes,2008,TIIDA,front
Renault,7900,van,268,1.5,Diesel,yes,2008,Grand Scenic,front
Renault,7900,vagon,91,1.5,Diesel,yes,2008,Scenic,front
Volkswagen,7900,other,123,1.4,Petrol,yes,2008,Polo,front
Skoda,7900,hatch,132,1.4,Gas,yes,2008,Fabia,
Ford,7900,hatch,150,1.4,Petrol,yes,2008,Focus,front
Mitsubishi,7999,sedan,112,2,Petrol,yes,2008,Lancer X,front
Chevrolet,7999,sedan,131,2,Petrol,yes,2008,Epica,front
Subaru,7999,sedan,155,2,Petrol,yes,2008,Legacy,full
Citroen,7999,vagon,158,2,Petrol,yes,2008,C4 Picasso,
Mazda,7999,sedan,91,1.6,Petrol,yes,2008,3,front
Kia,7999,hatch,112,1.6,Other,yes,2008,Ceed,front
Renault,7999,van,154,1.5,Diesel,yes,2008,Scenic,front
Opel,7999,vagon,37,1.4,Petrol,yes,2008,Combo пасс.,front
Great Wall,8000,crossover,100,2.2,Gas,yes,2008,Safe,full
Kia,8000,van,145,2,Diesel,yes,2008,Carens,front
Chevrolet,8000,sedan,93,2,Gas,yes,2008,Epica,front
Skoda,8000,vagon,160,1.9,Diesel,yes,2008,Octavia,front
Skoda,8000,sedan,126,1.8,Gas,yes,2008,Octavia,front
Ford,8000,sedan,107,1.6,Petrol,yes,2008,Focus,front
Renault,8100,van,135,NA,Diesel,yes,2008,Kangoo пасс.,front
Kia,8100,sedan,150,2,Gas,yes,2008,Magentis,front
Skoda,8100,sedan,135,1.8,Petrol,yes,2008,Superb,front
Ford,8100,van,150,1.8,Diesel,yes,2008,Transit Connect пасс.,front
Hyundai,8100,hatch,72,1.4,Gas,yes,2008,i30,front
Opel,8150,vagon,180,1.3,Diesel,yes,2008,Astra H,front
Ford,8200,van,123,1.8,Diesel,yes,2008,C-Max,front
Citroen,8200,van,170,1.6,Diesel,yes,2008,Jumpy пасс.,front
Nissan,8200,hatch,144,1.6,Petrol,yes,2008,TIIDA,front
Skoda,8200,vagon,175,1.6,Gas,yes,2008,Octavia,front
Hyundai,8200,sedan,98,1.6,Gas,yes,2008,Elantra,front
Volkswagen,8200,hatch,157,1.6,Petrol,yes,2008,Golf Plus,front
Renault,8200,hatch,79,1.6,Petrol,yes,2008,Laguna,front
Kia,8200,hatch,41,1.4,Gas,yes,2008,Ceed,front
Volkswagen,8200,hatch,164,1.4,Petrol,yes,2008,Polo,front
Ford,8300,other,262,2.2,Diesel,yes,2008,Transit груз.,front
Peugeot,8300,vagon,135,2,Petrol,yes,2008,307,front
Kia,8300,sedan,176,2,Petrol,yes,2008,Magentis,front
Hyundai,8300,sedan,150,2,Gas,yes,2008,Sonata,front
Skoda,8300,sedan,271,1.8,Petrol,yes,2008,Superb,front
Skoda,8300,sedan,190,1.8,Petrol,yes,2008,Octavia Tour,front
Nissan,8300,other,130,1.6,Petrol,yes,2008,Note,full
Kia,8300,hatch,93,1.6,Petrol,yes,2008,Ceed,front
Dodge,8350,sedan,180,2.4,Petrol,yes,2008,Avenger,front
Nissan,8399,sedan,34,1.6,Petrol,yes,2008,TIIDA,front
Skoda,8400,sedan,122,1.8,Petrol,yes,2008,Octavia,front
Skoda,8400,sedan,110,1.6,Petrol,yes,2008,Octavia Tour,front
